,Feature_1,Feature_2,Feature_Pair,Value,Metric
1287,$(\frac{S_{1619}}{I_{1720}})_{n}$,$(\frac{S_{1619}}{S_{1720}})_{n}$,[$(\frac{S_{1619}}{I_{1720}})_{n}$; $(\frac{S_{1619}}{S_{1720}})_{n}$],0.7272175059168277,V_measure
1343,$(\frac{S_{1619}}{I_{1720}})_{n}$,$(ln|ΣI|)_{n}$,[$(\frac{S_{1619}}{I_{1720}})_{n}$; $(ln|ΣI|)_{n}$],0.7255553980598792,V_measure
10,$(ΣI)_{n}$,$(\frac{ΣS}{I_{1619}})_{n}$,[$(ΣI)_{n}$; $(\frac{ΣS}{I_{1619}})_{n}$],0.723466935199531,V_measure
17,$(ΣI)_{n}$,$(\frac{S_{1619}}{I_{1720}})_{n}$,[$(ΣI)_{n}$; $(\frac{S_{1619}}{I_{1720}})_{n}$],0.723466935199531,V_measure
835,$(\frac{ΣS}{I_{1619}})_{n}$,$(ΣI^2)_{n}$,[$(\frac{ΣS}{I_{1619}})_{n}$; $(ΣI^2)_{n}$],0.723466935199531,V_measure
1218,$(\frac{I_{1619}}{I_{1720}})_{n}$,$(ln|ΣI|)_{n}$,[$(\frac{I_{1619}}{I_{1720}})_{n}$; $(ln|ΣI|)_{n}$],0.723466935199531,V_measure
1290,$(\frac{S_{1619}}{I_{1720}})_{n}$,$(ΣI^2)_{n}$,[$(\frac{S_{1619}}{I_{1720}})_{n}$; $(ΣI^2)_{n}$],0.723466935199531,V_measure
837,$(\frac{ΣS}{I_{1619}})_{n}$,$(ΣI^3)_{n}$,[$(\frac{ΣS}{I_{1619}})_{n}$; $(ΣI^3)_{n}$],0.7234669351995309,V_measure
834,$(\frac{ΣS}{I_{1619}})_{n}$,$(ΣI^{-1})_{n}$,[$(\frac{ΣS}{I_{1619}})_{n}$; $(ΣI^{-1})_{n}$],0.722473026432567,V_measure
888,$(\frac{ΣS}{I_{1619}})_{n}$,$(ln|ΣI|)_{n}$,[$(\frac{ΣS}{I_{1619}})_{n}$; $(ln|ΣI|)_{n}$],0.722473026432567,V_measure
936,$(\frac{ΣS}{S_{1619}})_{n}$,$(S_{1619}^5)_{n}$,[$(\frac{ΣS}{S_{1619}})_{n}$; $(S_{1619}^5)_{n}$],0.7209487453526906,V_measure
760,$(\frac{ΣI}{S_{1720}})_{n}$,$(\frac{I_{1619}}{I_{1720}})_{n}$,[$(\frac{ΣI}{S_{1720}})_{n}$; $(\frac{I_{1619}}{I_{1720}})_{n}$],0.7205186013880404,V_measure
1163,$(\frac{I_{1619}}{I_{1720}})_{n}$,$(\frac{I_{1720}}{S_{1720}})_{n}$,[$(\frac{I_{1619}}{I_{1720}})_{n}$; $(\frac{I_{1720}}{S_{1720}})_{n}$],0.7205186013880404,V_measure
836,$(\frac{ΣS}{I_{1619}})_{n}$,$(ΣI^{-2})_{n}$,[$(\frac{ΣS}{I_{1619}})_{n}$; $(ΣI^{-2})_{n}$],0.7195600698046563,V_measure
838,$(\frac{ΣS}{I_{1619}})_{n}$,$(ΣI^{-3})_{n}$,[$(\frac{ΣS}{I_{1619}})_{n}$; $(ΣI^{-3})_{n}$],0.7195600698046561,V_measure
2954,$(S_{1619}^{-5})_{n}$,$(S_{1720}^4)_{n}$,[$(S_{1619}^{-5})_{n}$; $(S_{1720}^4)_{n}$],0.717870634716501,V_measure
2956,$(S_{1619}^{-5})_{n}$,$(S_{1720}^5)_{n}$,[$(S_{1619}^{-5})_{n}$; $(S_{1720}^5)_{n}$],0.717870634716501,V_measure
2957,$(S_{1619}^{-5})_{n}$,$(S_{1720}^{-5})_{n}$,[$(S_{1619}^{-5})_{n}$; $(S_{1720}^{-5})_{n}$],0.717870634716501,V_measure
2774,$(S_{1619}^2)_{n}$,$(ln|S_{1720}|)_{n}$,[$(S_{1619}^2)_{n}$; $(ln|S_{1720}|)_{n}$],0.716508467006404,V_measure
1315,$(\frac{S_{1619}}{I_{1720}})_{n}$,$(I_{1619}^{-5})_{n}$,[$(\frac{S_{1619}}{I_{1720}})_{n}$; $(I_{1619}^{-5})_{n}$],0.7161907413959079,V_measure
997,$(\frac{ΣS}{I_{1720}})_{n}$,$(S_{1619}^2)_{n}$,[$(\frac{ΣS}{I_{1720}})_{n}$; $(S_{1619}^2)_{n}$],0.7142708302245218,V_measure
2751,$(S_{1619}^2)_{n}$,$(I_{1720}^{-1})_{n}$,[$(S_{1619}^2)_{n}$; $(I_{1720}^{-1})_{n}$],0.7142708302245218,V_measure
2773,$(S_{1619}^2)_{n}$,$(ln|I_{1720}|)_{n}$,[$(S_{1619}^2)_{n}$; $(ln|I_{1720}|)_{n}$],0.7142708302245218,V_measure
1122,$(\frac{I_{1619}}{S_{1619}})_{n}$,$(I_{1619}^{-3})_{n}$,[$(\frac{I_{1619}}{S_{1619}})_{n}$; $(I_{1619}^{-3})_{n}$],0.711545679514524,V_measure
1192,$(\frac{I_{1619}}{I_{1720}})_{n}$,$(S_{1619}^2)_{n}$,[$(\frac{I_{1619}}{I_{1720}})_{n}$; $(S_{1619}^2)_{n}$],0.7110420495205767,V_measure
1030,$(\frac{ΣS}{S_{1720}})_{n}$,$(\frac{I_{1619}}{I_{1720}})_{n}$,[$(\frac{ΣS}{S_{1720}})_{n}$; $(\frac{I_{1619}}{I_{1720}})_{n}$],0.7085813511759294,V_measure
1160,$(\frac{I_{1619}}{I_{1720}})_{n}$,$(\frac{I_{1619}}{S_{1720}})_{n}$,[$(\frac{I_{1619}}{I_{1720}})_{n}$; $(\frac{I_{1619}}{S_{1720}})_{n}$],0.7085813511759294,V_measure
1202,$(\frac{I_{1619}}{I_{1720}})_{n}$,$(I_{1720}^{-2})_{n}$,[$(\frac{I_{1619}}{I_{1720}})_{n}$; $(I_{1720}^{-2})_{n}$],0.7085813511759294,V_measure
1204,$(\frac{I_{1619}}{I_{1720}})_{n}$,$(I_{1720}^{-3})_{n}$,[$(\frac{I_{1619}}{I_{1720}})_{n}$; $(I_{1720}^{-3})_{n}$],0.7085813511759294,V_measure
1206,$(\frac{I_{1619}}{I_{1720}})_{n}$,$(I_{1720}^{-4})_{n}$,[$(\frac{I_{1619}}{I_{1720}})_{n}$; $(I_{1720}^{-4})_{n}$],0.7085813511759294,V_measure
1208,$(\frac{I_{1619}}{I_{1720}})_{n}$,$(I_{1720}^{-5})_{n}$,[$(\frac{I_{1619}}{I_{1720}})_{n}$; $(I_{1720}^{-5})_{n}$],0.7085813511759294,V_measure
1209,$(\frac{I_{1619}}{I_{1720}})_{n}$,$(S_{1720}^{-1})_{n}$,[$(\frac{I_{1619}}{I_{1720}})_{n}$; $(S_{1720}^{-1})_{n}$],0.7085813511759294,V_measure
1211,$(\frac{I_{1619}}{I_{1720}})_{n}$,$(S_{1720}^{-2})_{n}$,[$(\frac{I_{1619}}{I_{1720}})_{n}$; $(S_{1720}^{-2})_{n}$],0.7085813511759294,V_measure
1213,$(\frac{I_{1619}}{I_{1720}})_{n}$,$(S_{1720}^{-3})_{n}$,[$(\frac{I_{1619}}{I_{1720}})_{n}$; $(S_{1720}^{-3})_{n}$],0.7085813511759294,V_measure
1215,$(\frac{I_{1619}}{I_{1720}})_{n}$,$(S_{1720}^{-4})_{n}$,[$(\frac{I_{1619}}{I_{1720}})_{n}$; $(S_{1720}^{-4})_{n}$],0.7085813511759294,V_measure
1217,$(\frac{I_{1619}}{I_{1720}})_{n}$,$(S_{1720}^{-5})_{n}$,[$(\frac{I_{1619}}{I_{1720}})_{n}$; $(S_{1720}^{-5})_{n}$],0.7085813511759294,V_measure
2713,$(S_{1619}^{-1})_{n}$,$(S_{1619}^{-2})_{n}$,[$(S_{1619}^{-1})_{n}$; $(S_{1619}^{-2})_{n}$],0.7069532890896747,V_measure
2715,$(S_{1619}^{-1})_{n}$,$(S_{1619}^{-3})_{n}$,[$(S_{1619}^{-1})_{n}$; $(S_{1619}^{-3})_{n}$],0.7069532890896747,V_measure
2717,$(S_{1619}^{-1})_{n}$,$(S_{1619}^{-4})_{n}$,[$(S_{1619}^{-1})_{n}$; $(S_{1619}^{-4})_{n}$],0.7069532890896747,V_measure
2719,$(S_{1619}^{-1})_{n}$,$(S_{1619}^{-5})_{n}$,[$(S_{1619}^{-1})_{n}$; $(S_{1619}^{-5})_{n}$],0.7069532890896747,V_measure
552,$(\frac{ΣI}{I_{1619}})_{n}$,$(ΣI^{-1})_{n}$,[$(\frac{ΣI}{I_{1619}})_{n}$; $(ΣI^{-1})_{n}$],0.7034314082366984,V_measure
554,$(\frac{ΣI}{I_{1619}})_{n}$,$(ΣI^{-2})_{n}$,[$(\frac{ΣI}{I_{1619}})_{n}$; $(ΣI^{-2})_{n}$],0.7034314082366984,V_measure
556,$(\frac{ΣI}{I_{1619}})_{n}$,$(ΣI^{-3})_{n}$,[$(\frac{ΣI}{I_{1619}})_{n}$; $(ΣI^{-3})_{n}$],0.7034314082366984,V_measure
695,$(\frac{ΣI}{I_{1720}})_{n}$,$(ΣI^{-1})_{n}$,[$(\frac{ΣI}{I_{1720}})_{n}$; $(ΣI^{-1})_{n}$],0.7034314082366984,V_measure
697,$(\frac{ΣI}{I_{1720}})_{n}$,$(ΣI^{-2})_{n}$,[$(\frac{ΣI}{I_{1720}})_{n}$; $(ΣI^{-2})_{n}$],0.7034314082366984,V_measure
699,$(\frac{ΣI}{I_{1720}})_{n}$,$(ΣI^{-3})_{n}$,[$(\frac{ΣI}{I_{1720}})_{n}$; $(ΣI^{-3})_{n}$],0.7034314082366984,V_measure
701,$(\frac{ΣI}{I_{1720}})_{n}$,$(ΣI^{-4})_{n}$,[$(\frac{ΣI}{I_{1720}})_{n}$; $(ΣI^{-4})_{n}$],0.7034314082366984,V_measure
1191,$(\frac{I_{1619}}{I_{1720}})_{n}$,$(S_{1619}^{-1})_{n}$,[$(\frac{I_{1619}}{I_{1720}})_{n}$; $(S_{1619}^{-1})_{n}$],0.7034314082366984,V_measure
1309,$(\frac{S_{1619}}{I_{1720}})_{n}$,$(I_{1619}^{-2})_{n}$,[$(\frac{S_{1619}}{I_{1720}})_{n}$; $(I_{1619}^{-2})_{n}$],0.7034314082366984,V_measure
1311,$(\frac{S_{1619}}{I_{1720}})_{n}$,$(I_{1619}^{-3})_{n}$,[$(\frac{S_{1619}}{I_{1720}})_{n}$; $(I_{1619}^{-3})_{n}$],0.7034314082366984,V_measure
1313,$(\frac{S_{1619}}{I_{1720}})_{n}$,$(I_{1619}^{-4})_{n}$,[$(\frac{S_{1619}}{I_{1720}})_{n}$; $(I_{1619}^{-4})_{n}$],0.7034314082366984,V_measure
2720,$(S_{1619}^{-1})_{n}$,$(I_{1720}^{-1})_{n}$,[$(S_{1619}^{-1})_{n}$; $(I_{1720}^{-1})_{n}$],0.7034314082366984,V_measure
558,$(\frac{ΣI}{I_{1619}})_{n}$,$(ΣI^{-4})_{n}$,[$(\frac{ΣI}{I_{1619}})_{n}$; $(ΣI^{-4})_{n}$],0.7034314082366983,V_measure
560,$(\frac{ΣI}{I_{1619}})_{n}$,$(ΣI^{-5})_{n}$,[$(\frac{ΣI}{I_{1619}})_{n}$; $(ΣI^{-5})_{n}$],0.7034314082366983,V_measure
590,$(\frac{ΣI}{I_{1619}})_{n}$,$(I_{1720}^{-2})_{n}$,[$(\frac{ΣI}{I_{1619}})_{n}$; $(I_{1720}^{-2})_{n}$],0.7034314082366983,V_measure
987,$(\frac{ΣS}{I_{1720}})_{n}$,$(I_{1619}^{-1})_{n}$,[$(\frac{ΣS}{I_{1720}})_{n}$; $(I_{1619}^{-1})_{n}$],0.7034314082366983,V_measure
996,$(\frac{ΣS}{I_{1720}})_{n}$,$(S_{1619}^{-1})_{n}$,[$(\frac{ΣS}{I_{1720}})_{n}$; $(S_{1619}^{-1})_{n}$],0.7034314082366983,V_measure
1028,$(\frac{ΣS}{I_{1720}})_{n}$,$(ln|S_{1720}|)_{n}$,[$(\frac{ΣS}{I_{1720}})_{n}$; $(ln|S_{1720}|)_{n}$],0.7034314082366983,V_measure
1182,$(\frac{I_{1619}}{I_{1720}})_{n}$,$(I_{1619}^{-1})_{n}$,[$(\frac{I_{1619}}{I_{1720}})_{n}$; $(I_{1619}^{-1})_{n}$],0.7034314082366983,V_measure
1602,$(ΣI^{-2})_{n}$,$(I_{1619}^{-1})_{n}$,[$(ΣI^{-2})_{n}$; $(I_{1619}^{-1})_{n}$],0.7034314082366983,V_measure
1713,$(ΣI^{-3})_{n}$,$(I_{1619}^{-1})_{n}$,[$(ΣI^{-3})_{n}$; $(I_{1619}^{-1})_{n}$],0.7034314082366983,V_measure
1754,$(ΣI^{-3})_{n}$,$(ln|S_{1720}|)_{n}$,[$(ΣI^{-3})_{n}$; $(ln|S_{1720}|)_{n}$],0.7034314082366983,V_measure
1820,$(ΣI^{-4})_{n}$,$(I_{1619}^{-1})_{n}$,[$(ΣI^{-4})_{n}$; $(I_{1619}^{-1})_{n}$],0.7034314082366983,V_measure
1861,$(ΣI^{-4})_{n}$,$(ln|S_{1720}|)_{n}$,[$(ΣI^{-4})_{n}$; $(ln|S_{1720}|)_{n}$],0.7034314082366983,V_measure
2396,$(I_{1619}^{-1})_{n}$,$(I_{1720}^{-1})_{n}$,[$(I_{1619}^{-1})_{n}$; $(I_{1720}^{-1})_{n}$],0.7034314082366983,V_measure
2418,$(I_{1619}^{-1})_{n}$,$(ln|I_{1720}|)_{n}$,[$(I_{1619}^{-1})_{n}$; $(ln|I_{1720}|)_{n}$],0.7034314082366983,V_measure
231,"$I_{1619, n}$",$(ln|ΣI|)_{n}$,"[$I_{1619, n}$; $(ln|ΣI|)_{n}$]",0.7031880513860477,V_measure
177,"$I_{1619, n}$",$(ΣI^{-1})_{n}$,"[$I_{1619, n}$; $(ΣI^{-1})_{n}$]",0.7031880513860476,V_measure
1714,$(ΣI^{-3})_{n}$,$(I_{1619}^2)_{n}$,[$(ΣI^{-3})_{n}$; $(I_{1619}^2)_{n}$],0.7031880513860476,V_measure
1317,$(\frac{S_{1619}}{I_{1720}})_{n}$,$(S_{1619}^2)_{n}$,[$(\frac{S_{1619}}{I_{1720}})_{n}$; $(S_{1619}^2)_{n}$],0.7001248444718835,V_measure
171,"$I_{1619, n}$",$(\frac{I_{1619}}{S_{1619}})_{n}$,"[$I_{1619, n}$; $(\frac{I_{1619}}{S_{1619}})_{n}$]",0.6999857736923812,V_measure
234,"$I_{1619, n}$",$(ln|S_{1619}|)_{n}$,"[$I_{1619, n}$; $(ln|S_{1619}|)_{n}$]",0.6999857736923812,V_measure
240,"$S_{1619, n}$",$(\frac{ΣI}{I_{1619}})_{n}$,"[$S_{1619, n}$; $(\frac{ΣI}{I_{1619}})_{n}$]",0.6999857736923812,V_measure
609,$(\frac{ΣI}{I_{1619}})_{n}$,$(ln|S_{1619}|)_{n}$,[$(\frac{ΣI}{I_{1619}})_{n}$; $(ln|S_{1619}|)_{n}$],0.6999857736923812,V_measure
1119,$(\frac{I_{1619}}{S_{1619}})_{n}$,$(I_{1619}^2)_{n}$,[$(\frac{I_{1619}}{S_{1619}})_{n}$; $(I_{1619}^2)_{n}$],0.6999857736923812,V_measure
1156,$(\frac{I_{1619}}{S_{1619}})_{n}$,$(ln|I_{1619}|)_{n}$,[$(\frac{I_{1619}}{S_{1619}})_{n}$; $(ln|I_{1619}|)_{n}$],0.6999857736923812,V_measure
1118,$(\frac{I_{1619}}{S_{1619}})_{n}$,$(I_{1619}^{-1})_{n}$,[$(\frac{I_{1619}}{S_{1619}})_{n}$; $(I_{1619}^{-1})_{n}$],0.6992415925869662,V_measure
1641,$(ΣI^{-2})_{n}$,$(ln|S_{1619}|)_{n}$,[$(ΣI^{-2})_{n}$; $(ln|S_{1619}|)_{n}$],0.6992415925869662,V_measure
1197,$(\frac{I_{1619}}{I_{1720}})_{n}$,$(S_{1619}^{-4})_{n}$,[$(\frac{I_{1619}}{I_{1720}})_{n}$; $(S_{1619}^{-4})_{n}$],0.6968572196708536,V_measure
1199,$(\frac{I_{1619}}{I_{1720}})_{n}$,$(S_{1619}^{-5})_{n}$,[$(\frac{I_{1619}}{I_{1720}})_{n}$; $(S_{1619}^{-5})_{n}$],0.6968572196708536,V_measure
1210,$(\frac{I_{1619}}{I_{1720}})_{n}$,$(S_{1720}^2)_{n}$,[$(\frac{I_{1619}}{I_{1720}})_{n}$; $(S_{1720}^2)_{n}$],0.6968572196708536,V_measure
1212,$(\frac{I_{1619}}{I_{1720}})_{n}$,$(S_{1720}^3)_{n}$,[$(\frac{I_{1619}}{I_{1720}})_{n}$; $(S_{1720}^3)_{n}$],0.6968572196708536,V_measure
1214,$(\frac{I_{1619}}{I_{1720}})_{n}$,$(S_{1720}^4)_{n}$,[$(\frac{I_{1619}}{I_{1720}})_{n}$; $(S_{1720}^4)_{n}$],0.6968572196708536,V_measure
1216,$(\frac{I_{1619}}{I_{1720}})_{n}$,$(S_{1720}^5)_{n}$,[$(\frac{I_{1619}}{I_{1720}})_{n}$; $(S_{1720}^5)_{n}$],0.6968572196708536,V_measure
622,$(\frac{ΣI}{S_{1619}})_{n}$,$(\frac{S_{1619}}{S_{1720}})_{n}$,[$(\frac{ΣI}{S_{1619}})_{n}$; $(\frac{S_{1619}}{S_{1720}})_{n}$],0.6964085947627638,V_measure
1319,$(\frac{S_{1619}}{I_{1720}})_{n}$,$(S_{1619}^3)_{n}$,[$(\frac{S_{1619}}{I_{1720}})_{n}$; $(S_{1619}^3)_{n}$],0.6963568612032971,V_measure
722,$(\frac{ΣI}{I_{1720}})_{n}$,$(S_{1619}^{-1})_{n}$,[$(\frac{ΣI}{I_{1720}})_{n}$; $(S_{1619}^{-1})_{n}$],0.6959671108952172,V_measure
2741,$(S_{1619}^{-1})_{n}$,$(ln|S_{1619}|)_{n}$,[$(S_{1619}^{-1})_{n}$; $(ln|S_{1619}|)_{n}$],0.694829934725445,V_measure
2541,$(I_{1619}^{-3})_{n}$,$(S_{1619}^{-1})_{n}$,[$(I_{1619}^{-3})_{n}$; $(S_{1619}^{-1})_{n}$],0.6943537493596703,V_measure
2612,$(I_{1619}^{-4})_{n}$,$(S_{1619}^{-1})_{n}$,[$(I_{1619}^{-4})_{n}$; $(S_{1619}^{-1})_{n}$],0.6943537493596703,V_measure
260,"$S_{1619, n}$",$(ΣI^{-4})_{n}$,"[$S_{1619, n}$; $(ΣI^{-4})_{n}$]",0.6939533464791278,V_measure
822,$(\frac{ΣI}{S_{1720}})_{n}$,$(ln|S_{1619}|)_{n}$,[$(\frac{ΣI}{S_{1720}})_{n}$; $(ln|S_{1619}|)_{n}$],0.6939533464791278,V_measure
1092,$(\frac{ΣS}{S_{1720}})_{n}$,$(ln|S_{1619}|)_{n}$,[$(\frac{ΣS}{S_{1720}})_{n}$; $(ln|S_{1619}|)_{n}$],0.6939533464791278,V_measure
1284,$(\frac{I_{1619}}{S_{1720}})_{n}$,$(ln|S_{1619}|)_{n}$,[$(\frac{I_{1619}}{S_{1720}})_{n}$; $(ln|S_{1619}|)_{n}$],0.6939533464791278,V_measure
1467,$(\frac{I_{1720}}{S_{1720}})_{n}$,$(ln|S_{1619}|)_{n}$,[$(\frac{I_{1720}}{S_{1720}})_{n}$; $(ln|S_{1619}|)_{n}$],0.6939533464791278,V_measure
1752,$(ΣI^{-3})_{n}$,$(ln|S_{1619}|)_{n}$,[$(ΣI^{-3})_{n}$; $(ln|S_{1619}|)_{n}$],0.6939533464791278,V_measure
1859,$(ΣI^{-4})_{n}$,$(ln|S_{1619}|)_{n}$,[$(ΣI^{-4})_{n}$; $(ln|S_{1619}|)_{n}$],0.6939533464791278,V_measure
1962,$(ΣI^{-5})_{n}$,$(ln|S_{1619}|)_{n}$,[$(ΣI^{-5})_{n}$; $(ln|S_{1619}|)_{n}$],0.6939533464791278,V_measure
3146,$(S_{1720}^{-1})_{n}$,$(ln|S_{1619}|)_{n}$,[$(S_{1720}^{-1})_{n}$; $(ln|S_{1619}|)_{n}$],0.6939533464791278,V_measure
3171,$(S_{1720}^{-2})_{n}$,$(ln|S_{1619}|)_{n}$,[$(S_{1720}^{-2})_{n}$; $(ln|S_{1619}|)_{n}$],0.6939533464791278,V_measure
3192,$(S_{1720}^{-3})_{n}$,$(ln|S_{1619}|)_{n}$,[$(S_{1720}^{-3})_{n}$; $(ln|S_{1619}|)_{n}$],0.6939533464791278,V_measure
3209,$(S_{1720}^{-4})_{n}$,$(ln|S_{1619}|)_{n}$,[$(S_{1720}^{-4})_{n}$; $(ln|S_{1619}|)_{n}$],0.6939533464791278,V_measure
3222,$(S_{1720}^{-5})_{n}$,$(ln|S_{1619}|)_{n}$,[$(S_{1720}^{-5})_{n}$; $(ln|S_{1619}|)_{n}$],0.6939533464791278,V_measure
2759,$(S_{1619}^2)_{n}$,$(I_{1720}^{-5})_{n}$,[$(S_{1619}^2)_{n}$; $(I_{1720}^{-5})_{n}$],0.6937119329797068,V_measure
807,$(\frac{ΣI}{S_{1720}})_{n}$,$(I_{1720}^{-4})_{n}$,[$(\frac{ΣI}{S_{1720}})_{n}$; $(I_{1720}^{-4})_{n}$],0.6912805815904425,V_measure
809,$(\frac{ΣI}{S_{1720}})_{n}$,$(I_{1720}^{-5})_{n}$,[$(\frac{ΣI}{S_{1720}})_{n}$; $(I_{1720}^{-5})_{n}$],0.6912805815904423,V_measure
1294,$(\frac{S_{1619}}{I_{1720}})_{n}$,$(ΣI^4)_{n}$,[$(\frac{S_{1619}}{I_{1720}})_{n}$; $(ΣI^4)_{n}$],0.6910727875206357,V_measure
236,"$I_{1619, n}$",$(ln|S_{1720}|)_{n}$,"[$I_{1619, n}$; $(ln|S_{1720}|)_{n}$]",0.6909611385720462,V_measure
2814,$(S_{1619}^3)_{n}$,$(I_{1720}^{-3})_{n}$,[$(S_{1619}^3)_{n}$; $(I_{1720}^{-3})_{n}$],0.6909604736894366,V_measure
2816,$(S_{1619}^3)_{n}$,$(I_{1720}^{-4})_{n}$,[$(S_{1619}^3)_{n}$; $(I_{1720}^{-4})_{n}$],0.6909604736894366,V_measure
2818,$(S_{1619}^3)_{n}$,$(I_{1720}^{-5})_{n}$,[$(S_{1619}^3)_{n}$; $(I_{1720}^{-5})_{n}$],0.6909604736894366,V_measure
2873,$(S_{1619}^4)_{n}$,$(I_{1720}^{-5})_{n}$,[$(S_{1619}^4)_{n}$; $(I_{1720}^{-5})_{n}$],0.6909604736894366,V_measure
1135,$(\frac{I_{1619}}{S_{1619}})_{n}$,$(S_{1619}^{-5})_{n}$,[$(\frac{I_{1619}}{S_{1619}})_{n}$; $(S_{1619}^{-5})_{n}$],0.690692139436575,V_measure
1146,$(\frac{I_{1619}}{S_{1619}})_{n}$,$(S_{1720}^2)_{n}$,[$(\frac{I_{1619}}{S_{1619}})_{n}$; $(S_{1720}^2)_{n}$],0.690692139436575,V_measure
1148,$(\frac{I_{1619}}{S_{1619}})_{n}$,$(S_{1720}^3)_{n}$,[$(\frac{I_{1619}}{S_{1619}})_{n}$; $(S_{1720}^3)_{n}$],0.6906921394365749,V_measure
1150,$(\frac{I_{1619}}{S_{1619}})_{n}$,$(S_{1720}^4)_{n}$,[$(\frac{I_{1619}}{S_{1619}})_{n}$; $(S_{1720}^4)_{n}$],0.6906921394365749,V_measure
1152,$(\frac{I_{1619}}{S_{1619}})_{n}$,$(S_{1720}^5)_{n}$,[$(\frac{I_{1619}}{S_{1619}})_{n}$; $(S_{1720}^5)_{n}$],0.6906921394365749,V_measure
1223,$(\frac{I_{1619}}{I_{1720}})_{n}$,$(ln|S_{1720}|)_{n}$,[$(\frac{I_{1619}}{I_{1720}})_{n}$; $(ln|S_{1720}|)_{n}$],0.6902608238243589,V_measure
686,$(\frac{ΣI}{I_{1720}})_{n}$,$(\frac{ΣS}{S_{1619}})_{n}$,[$(\frac{ΣI}{I_{1720}})_{n}$; $(\frac{ΣS}{S_{1619}})_{n}$],0.689736084842362,V_measure
938,$(\frac{ΣS}{S_{1619}})_{n}$,$(I_{1720}^{-1})_{n}$,[$(\frac{ΣS}{S_{1619}})_{n}$; $(I_{1720}^{-1})_{n}$],0.689736084842362,V_measure
942,$(\frac{ΣS}{S_{1619}})_{n}$,$(I_{1720}^{-3})_{n}$,[$(\frac{ΣS}{S_{1619}})_{n}$; $(I_{1720}^{-3})_{n}$],0.689736084842362,V_measure
944,$(\frac{ΣS}{S_{1619}})_{n}$,$(I_{1720}^{-4})_{n}$,[$(\frac{ΣS}{S_{1619}})_{n}$; $(I_{1720}^{-4})_{n}$],0.689736084842362,V_measure
946,$(\frac{ΣS}{S_{1619}})_{n}$,$(I_{1720}^{-5})_{n}$,[$(\frac{ΣS}{S_{1619}})_{n}$; $(I_{1720}^{-5})_{n}$],0.689736084842362,V_measure
959,$(\frac{ΣS}{S_{1619}})_{n}$,$(ln|S_{1619}|)_{n}$,[$(\frac{ΣS}{S_{1619}})_{n}$; $(ln|S_{1619}|)_{n}$],0.6896536744088955,V_measure
2753,$(S_{1619}^2)_{n}$,$(I_{1720}^{-2})_{n}$,[$(S_{1619}^2)_{n}$; $(I_{1720}^{-2})_{n}$],0.6888692964210132,V_measure
2755,$(S_{1619}^2)_{n}$,$(I_{1720}^{-3})_{n}$,[$(S_{1619}^2)_{n}$; $(I_{1720}^{-3})_{n}$],0.6888692964210132,V_measure
723,$(\frac{ΣI}{I_{1720}})_{n}$,$(S_{1619}^2)_{n}$,[$(\frac{ΣI}{I_{1720}})_{n}$; $(S_{1619}^2)_{n}$],0.6888457434224582,V_measure
2729,$(S_{1619}^{-1})_{n}$,$(S_{1720}^{-1})_{n}$,[$(S_{1619}^{-1})_{n}$; $(S_{1720}^{-1})_{n}$],0.6886825718205647,V_measure
1029,$(\frac{ΣS}{S_{1720}})_{n}$,$(\frac{I_{1619}}{S_{1619}})_{n}$,[$(\frac{ΣS}{S_{1720}})_{n}$; $(\frac{I_{1619}}{S_{1619}})_{n}$],0.6836590890027764,V_measure
1096,$(\frac{I_{1619}}{S_{1619}})_{n}$,$(\frac{I_{1619}}{S_{1720}})_{n}$,[$(\frac{I_{1619}}{S_{1619}})_{n}$; $(\frac{I_{1619}}{S_{1720}})_{n}$],0.6836590890027764,V_measure
1140,$(\frac{I_{1619}}{S_{1619}})_{n}$,$(I_{1720}^{-3})_{n}$,[$(\frac{I_{1619}}{S_{1619}})_{n}$; $(I_{1720}^{-3})_{n}$],0.6836590890027764,V_measure
1145,$(\frac{I_{1619}}{S_{1619}})_{n}$,$(S_{1720}^{-1})_{n}$,[$(\frac{I_{1619}}{S_{1619}})_{n}$; $(S_{1720}^{-1})_{n}$],0.6836590890027764,V_measure
1147,$(\frac{I_{1619}}{S_{1619}})_{n}$,$(S_{1720}^{-2})_{n}$,[$(\frac{I_{1619}}{S_{1619}})_{n}$; $(S_{1720}^{-2})_{n}$],0.6836590890027764,V_measure
1149,$(\frac{I_{1619}}{S_{1619}})_{n}$,$(S_{1720}^{-3})_{n}$,[$(\frac{I_{1619}}{S_{1619}})_{n}$; $(S_{1720}^{-3})_{n}$],0.6836590890027764,V_measure
1151,$(\frac{I_{1619}}{S_{1619}})_{n}$,$(S_{1720}^{-4})_{n}$,[$(\frac{I_{1619}}{S_{1619}})_{n}$; $(S_{1720}^{-4})_{n}$],0.6836590890027764,V_measure
1153,$(\frac{I_{1619}}{S_{1619}})_{n}$,$(S_{1720}^{-5})_{n}$,[$(\frac{I_{1619}}{S_{1619}})_{n}$; $(S_{1720}^{-5})_{n}$],0.6836590890027764,V_measure
7,$(ΣI)_{n}$,$(\frac{ΣI}{S_{1619}})_{n}$,[$(ΣI)_{n}$; $(\frac{ΣI}{S_{1619}})_{n}$],0.6833976642023788,V_measure
